,Player,Tm,Share,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Dirk Nowitzki,0.8170000000000001,0.882,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.41600000000000004,0.904,16.3
1,Steve Nash,0.7440000000000001,0.785,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6
2,Kobe Bryant,0.512,0.40399999999999997,40.8,31.6,5.7,5.4,1.4,0.5,0.46299999999999997,0.344,0.868,13.0
3,Tim Duncan,0.7070000000000001,0.222,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0
4,LeBron James,0.61,0.142,40.9,27.3,6.7,6.0,1.6,0.7,0.47600000000000003,0.319,0.698,13.7
5,Tracy McGrady,0.634,0.085,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.7070000000000001,8.6
6,Chris Bosh,0.573,0.033,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.34299999999999997,0.785,9.6
7,Gilbert Arenas,0.5,0.024,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.35100000000000003,0.8440000000000001,10.8
8,Carlos Boozer,0.622,0.005,34.6,20.9,11.7,3.0,0.9,0.3,0.561,0.0,0.685,9.9
9,Kevin Garnett,0.39,0.005,39.4,22.4,12.8,4.1,1.2,1.7,0.47600000000000003,0.214,0.835,10.7
10,Chauncey Billups,0.6459999999999999,0.003,36.2,17.0,3.4,7.2,1.2,0.2,0.42700000000000005,0.345,0.883,11.4
11,Shaquille O'Neal,0.537,0.002,28.4,17.3,7.4,2.0,0.2,1.4,0.591,0.0,0.42200000000000004,2.8
12,Dwyane Wade,0.537,0.002,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8
13,Amar'e Stoudemire,0.7440000000000001,0.002,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.7809999999999999,11.2
14,Carmelo Anthony,0.5489999999999999,0.001,38.2,28.9,6.0,3.8,1.2,0.4,0.47600000000000003,0.268,0.8079999999999999,7.3
15,Baron Davis,0.512,0.001,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4
16,Tony Parker,0.7070000000000001,0.001,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.7829999999999999,9.6
