,Player,Tm,Share,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Stephen Curry,0.89,1.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.45399999999999996,0.9079999999999999,17.9
1,Kawhi Leonard,0.8170000000000001,0.484,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.44299999999999995,0.8740000000000001,13.7
2,LeBron James,0.695,0.48200000000000004,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6
3,Russell Westbrook,0.6709999999999999,0.371,34.4,23.5,7.8,10.4,2.0,0.3,0.45399999999999996,0.29600000000000004,0.812,14.0
4,Kevin Durant,0.6709999999999999,0.11199999999999999,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5
5,Chris Paul,0.6459999999999999,0.08199999999999999,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.8959999999999999,12.7
6,Draymond Green,0.89,0.038,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.38799999999999996,0.696,11.1
7,Damian Lillard,0.537,0.02,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2
8,James Harden,0.5,0.006999999999999999,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3
9,Kyle Lowry,0.6829999999999999,0.005,37.0,21.2,4.7,6.4,2.1,0.4,0.42700000000000005,0.38799999999999996,0.8109999999999999,11.6
