,Player,Tm,Share,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Karl Malone,0.78,0.857,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7
1,Michael Jordan,0.841,0.8320000000000001,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3
2,Grant Hill,0.659,0.327,39.3,21.4,9.0,7.3,1.8,0.6,0.496,0.303,0.711,14.6
3,Tim Hardaway,0.7440000000000001,0.207,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9
4,Glen Rice,0.659,0.11699999999999999,42.6,26.8,4.0,2.0,0.9,0.3,0.47700000000000004,0.47,0.867,10.8
5,Gary Payton,0.695,0.091,39.2,21.8,4.6,7.1,2.4,0.2,0.47600000000000003,0.313,0.715,12.9
6,Hakeem Olajuwon,0.695,0.083,36.6,23.2,9.2,3.0,1.5,2.2,0.51,0.313,0.787,9.1
7,Patrick Ewing,0.695,0.05,37.0,22.4,10.7,2.0,0.9,2.4,0.488,0.222,0.754,9.8
8,Anthony Mason,0.659,0.006,43.1,16.2,11.4,5.7,1.0,0.5,0.525,0.33299999999999996,0.745,11.4
9,Shaquille O'Neal,0.6829999999999999,0.006,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0.0,0.484,8.0
10,Scottie Pippen,0.841,0.005,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1
11,Alonzo Mourning,0.7440000000000001,0.004,35.2,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,8.4
12,Dikembe Mutombo,0.6829999999999999,0.003,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0.0,0.705,11.3
13,Mitch Richmond,0.415,0.003,38.6,25.9,3.9,4.2,1.5,0.3,0.45399999999999996,0.428,0.861,10.8
14,John Stockton,0.78,0.003,35.3,14.4,2.8,10.5,2.0,0.2,0.5479999999999999,0.42200000000000004,0.846,13.6
15,Charles Barkley,0.695,0.002,37.9,19.2,13.5,4.7,1.3,0.5,0.484,0.28300000000000003,0.6940000000000001,9.4
16,Tom Gugliotta,0.488,0.001,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7
17,Allen Iverson,0.268,0.001,40.1,23.5,4.1,7.5,2.1,0.3,0.41600000000000004,0.341,0.7020000000000001,4.1
18,Kevin Johnson,0.488,0.001,38.0,20.1,3.6,9.3,1.5,0.2,0.496,0.441,0.852,11.7
19,Steve Smith,0.6829999999999999,0.001,39.1,20.1,3.3,4.2,0.9,0.3,0.429,0.335,0.847,9.1
