,Player,Tm,Share,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Kevin Garnett,0.7070000000000001,0.991,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.7909999999999999,18.3
1,Tim Duncan,0.695,0.5820000000000001,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.16699999999999998,0.599,13.1
2,Jermaine O'Neal,0.7440000000000001,0.425,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0
3,Peja Stojaković,0.6709999999999999,0.228,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5
4,Kobe Bryant,0.6829999999999999,0.172,37.6,24.0,5.5,5.1,1.7,0.4,0.43799999999999994,0.327,0.852,10.7
5,Shaquille O'Neal,0.6829999999999999,0.145,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0.0,0.49,9.9
6,Ben Wallace,0.659,0.02,37.7,9.5,12.4,1.7,1.8,3.0,0.42100000000000004,0.125,0.49,10.2
7,Jason Kidd,0.573,0.013999999999999999,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.8270000000000001,7.2
8,LeBron James,0.42700000000000005,0.009000000000000001,39.5,20.9,5.5,5.9,1.6,0.7,0.41700000000000004,0.29,0.754,5.1
9,Sam Cassell,0.7070000000000001,0.003,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.39799999999999996,0.873,12.1
10,Baron Davis,0.5,0.003,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.6729999999999999,7.5
11,Dirk Nowitzki,0.634,0.003,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5
12,Andrei Kirilenko,0.512,0.002,37.1,16.5,8.1,3.1,1.9,2.8,0.44299999999999995,0.33799999999999997,0.79,11.6
13,Carmelo Anthony,0.524,0.001,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1
14,Yao Ming,0.5489999999999999,0.001,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,11.4
15,Michael Redd,0.5,0.001,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,9.7
