,Player,Tm,Share,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Michael Jordan,0.7440000000000001,0.9279999999999999,37.0,31.5,6.0,5.5,2.7,1.0,0.539,0.312,0.851,20.3
1,Magic Johnson,0.7070000000000001,0.518,37.1,19.4,7.0,12.5,1.3,0.2,0.47700000000000004,0.32,0.9059999999999999,15.4
2,David Robinson,0.6709999999999999,0.496,37.7,25.6,13.0,2.5,1.5,3.9,0.552,0.14300000000000002,0.762,17.0
3,Charles Barkley,0.537,0.231,37.3,27.6,10.1,4.2,1.6,0.5,0.57,0.284,0.722,13.4
4,Karl Malone,0.659,0.14800000000000002,40.3,29.0,11.8,3.3,1.1,1.0,0.527,0.28600000000000003,0.77,15.5
5,Clyde Drexler,0.768,0.078,34.8,21.5,6.7,6.0,1.8,0.7,0.48200000000000004,0.319,0.794,12.4
6,Kevin Johnson,0.6709999999999999,0.033,36.0,22.2,3.5,10.1,2.1,0.1,0.516,0.205,0.843,12.7
7,Dominique Wilkins,0.524,0.03,38.0,25.9,9.0,3.3,1.5,0.8,0.47,0.341,0.8290000000000001,11.4
8,Larry Bird,0.6829999999999999,0.026000000000000002,38.0,19.4,8.5,7.2,1.8,1.0,0.45399999999999996,0.389,0.8909999999999999,6.6
9,Terry Porter,0.768,0.026000000000000002,32.9,17.0,3.5,8.0,2.0,0.1,0.515,0.415,0.823,13.0
10,Patrick Ewing,0.47600000000000003,0.021,38.3,26.6,11.2,3.0,1.0,3.2,0.514,0.0,0.745,10.0
11,John Stockton,0.659,0.016,37.8,17.2,2.9,14.2,2.9,0.2,0.507,0.345,0.836,14.0
12,Isiah Thomas,0.61,0.011000000000000001,34.5,16.2,3.3,9.3,1.6,0.2,0.435,0.292,0.782,3.4
13,Robert Parish,0.6829999999999999,0.01,30.1,14.9,10.6,0.8,0.8,1.3,0.598,0.0,0.767,10.0
14,Joe Dumars,0.61,0.008,38.1,20.4,2.3,5.5,1.1,0.1,0.48100000000000004,0.311,0.89,9.9
15,Bernard King,0.366,0.006999999999999999,37.5,28.4,5.0,4.6,0.9,0.3,0.47200000000000003,0.21600000000000003,0.79,3.5
16,Kenny Smith,0.634,0.005,34.6,17.7,2.1,7.1,1.4,0.1,0.52,0.363,0.8440000000000001,9.0
17,Hakeem Olajuwon,0.634,0.004,36.8,21.2,13.8,2.3,2.2,3.9,0.508,0.0,0.769,8.6
18,Tim Hardaway,0.537,0.001,39.2,22.9,4.0,9.7,2.6,0.1,0.47600000000000003,0.385,0.8029999999999999,9.9
19,Kevin McHale,0.6829999999999999,0.001,30.4,18.4,7.1,1.9,0.4,2.1,0.5529999999999999,0.405,0.8290000000000001,7.9
