,Player,Tm,Share,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Michael Jordan,0.878,0.986,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.42700000000000005,0.8340000000000001,20.4
1,David Robinson,0.72,0.508,36.8,25.0,12.2,3.0,1.4,3.3,0.516,0.33299999999999996,0.7609999999999999,18.3
2,Anfernee Hardaway,0.732,0.319,36.8,21.7,4.3,7.1,2.0,0.5,0.513,0.314,0.767,14.4
3,Hakeem Olajuwon,0.585,0.21100000000000002,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.7240000000000001,9.7
4,Scottie Pippen,0.878,0.2,36.7,19.4,6.4,5.9,1.7,0.7,0.46299999999999997,0.374,0.679,12.3
5,Gary Payton,0.78,0.087,39.0,19.3,4.2,7.5,2.9,0.2,0.484,0.32799999999999996,0.748,11.5
6,Karl Malone,0.6709999999999999,0.075,38.0,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1
7,Shawn Kemp,0.78,0.065,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.41700000000000004,0.742,11.2
8,Grant Hill,0.561,0.055999999999999994,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.7509999999999999,11.7
9,Shaquille O'Neal,0.732,0.055999999999999994,36.0,26.6,11.0,2.9,0.6,2.1,0.573,0.5,0.48700000000000004,6.9
10,John Stockton,0.6709999999999999,0.011000000000000001,35.5,14.7,2.8,11.2,1.7,0.2,0.5379999999999999,0.42200000000000004,0.83,13.0
11,Charles Barkley,0.5,0.006999999999999999,37.1,23.2,11.6,3.7,1.6,0.8,0.5,0.28,0.777,10.5
12,Magic Johnson,0.6459999999999999,0.006999999999999999,29.9,14.6,5.7,6.9,0.8,0.4,0.466,0.379,0.856,3.6
13,Alonzo Mourning,0.512,0.005,38.2,23.2,10.4,2.3,1.0,2.7,0.523,0.3,0.685,9.9
14,Dennis Rodman,0.878,0.004,32.6,5.5,14.9,2.5,0.6,0.4,0.48,0.111,0.528,6.2
15,Terrell Brandon,0.573,0.003,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7
16,Mitch Richmond,0.47600000000000003,0.003,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.43700000000000006,0.866,9.3
