,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Alex Acker,0.47600000000000003,2.9,1.3,0.3,0.1,0.3,0.1,0.364,0.0,0.5,0.0
1,Alex Acker,0.23199999999999998,9.9,3.5,1.2,0.6,0.2,0.2,0.4,0.43799999999999994,0.5,0.0
2,Hassan Adams,0.402,4.3,0.9,0.6,0.1,0.1,0.1,0.308,0.0,0.5,0.0
3,Arron Afflalo,0.47600000000000003,16.7,4.9,1.8,0.6,0.4,0.2,0.43700000000000006,0.402,0.8170000000000001,-0.2
4,Maurice Ager,0.415,4.9,1.7,0.5,0.2,0.1,0.1,0.349,0.0,0.5,1.8
5,Blake Ahearn,0.659,6.3,2.7,0.3,0.7,0.3,0.0,0.33299999999999996,0.5,1.0,-0.3
6,Alexis Ajinça,0.42700000000000005,5.9,2.3,1.0,0.1,0.2,0.2,0.36200000000000004,0.0,0.7140000000000001,0.1
7,LaMarcus Aldridge,0.659,37.1,18.1,7.5,1.9,1.0,1.0,0.484,0.25,0.7809999999999999,-0.1
8,Joe Alexander,0.415,12.1,4.7,1.9,0.7,0.3,0.5,0.41600000000000004,0.348,0.6990000000000001,9.5
9,Malik Allen,0.415,11.8,3.2,2.1,0.7,0.1,0.2,0.429,0.0,0.47600000000000003,0.4
10,Ray Allen*,0.7559999999999999,36.4,18.2,3.5,2.8,0.9,0.2,0.48,0.409,0.9520000000000001,0.3
11,Tony Allen,0.7559999999999999,19.3,7.8,2.3,1.4,1.2,0.5,0.48200000000000004,0.222,0.725,11.1
12,Morris Almond,0.585,10.2,3.7,1.4,0.3,0.2,0.2,0.40700000000000003,0.294,0.8079999999999999,1.6
13,Rafer Alston,0.6459999999999999,33.1,11.5,3.0,5.4,1.2,0.1,0.37,0.348,0.789,0.1
14,Rafer Alston,0.72,29.5,12.0,2.9,5.1,1.8,0.1,0.413,0.317,0.7070000000000001,5.3
15,Lou Amundson,0.561,13.7,4.2,3.6,0.4,0.4,0.9,0.536,0.0,0.442,2.9
16,Chris Andersen,0.659,20.6,6.4,6.2,0.4,0.6,2.5,0.5479999999999999,0.2,0.718,2.4
17,Ryan Anderson,0.415,19.9,7.4,4.7,0.8,0.7,0.3,0.39299999999999996,0.365,0.845,1.8
18,Carmelo Anthony,0.659,34.5,22.8,6.8,3.4,1.1,0.4,0.44299999999999995,0.371,0.7929999999999999,5.4
19,Joel Anthony,0.524,16.1,2.2,3.0,0.4,0.3,1.4,0.483,0.0,0.652,2.5
20,Gilbert Arenas,0.23199999999999998,31.5,13.0,4.5,10.0,0.0,0.5,0.261,0.28600000000000003,0.75,5.0
21,Trevor Ariza,0.7929999999999999,24.4,8.9,4.3,1.8,1.7,0.3,0.46,0.319,0.71,1.7
22,Hilton Armstrong,0.598,15.6,4.8,2.8,0.4,0.4,0.6,0.561,0.0,0.633,0.2
23,Darrell Arthur,0.293,19.3,5.6,4.6,0.6,0.7,0.7,0.43799999999999994,0.0,0.667,6.1
24,Chucky Atkins,0.659,8.2,1.9,0.4,2.0,0.1,0.1,0.33299999999999996,0.294,1.0,1.5
25,Chucky Atkins,0.28,15.6,3.7,0.9,1.6,0.4,0.1,0.29100000000000004,0.25,0.917,1.7
26,D.J. Augustin,0.42700000000000005,26.5,11.8,1.8,3.5,0.6,0.0,0.43,0.439,0.893,-0.2
27,Kelenna Azubuike,0.354,32.1,14.4,5.0,1.6,0.8,0.7,0.46399999999999997,0.44799999999999995,0.8079999999999999,0.0
28,Renaldo Balkman,0.659,14.7,5.0,3.8,0.6,0.9,0.4,0.5579999999999999,0.28600000000000003,0.6459999999999999,-0.2
29,Marcus Banks,0.524,10.4,2.6,0.9,1.4,0.6,0.1,0.385,0.14300000000000002,0.667,5.1
30,Marcus Banks,0.402,6.7,2.3,0.5,1.0,0.2,0.0,0.33299999999999996,0.2,0.33299999999999996,4.1
31,Leandro Barbosa,0.561,24.4,14.2,2.6,2.3,1.2,0.1,0.48200000000000004,0.375,0.8809999999999999,2.6
32,J.J. Barea,0.61,20.3,7.8,2.2,3.4,0.5,0.1,0.442,0.35700000000000004,0.753,0.0
33,Andrea Bargnani,0.402,31.4,15.4,5.3,1.2,0.4,1.2,0.45,0.409,0.831,0.1
34,Matt Barnes,0.561,27.0,10.2,5.5,2.8,0.7,0.3,0.423,0.34299999999999997,0.743,-0.1
