,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Álex Abrines,0.573,15.5,6.0,1.3,0.6,0.5,0.1,0.39299999999999996,0.381,0.898,2.1
1,Quincy Acy,0.402,8.0,2.2,1.3,0.0,0.0,0.0,0.294,0.14300000000000002,0.667,0.9
2,Quincy Acy,0.244,15.9,6.5,3.3,0.6,0.4,0.5,0.425,0.434,0.754,-0.1
3,Steven Adams,0.573,29.9,11.3,7.7,1.1,1.1,1.0,0.5710000000000001,0.0,0.611,1.1
4,Arron Afflalo,0.39,25.9,8.4,2.0,1.3,0.3,0.1,0.44,0.41100000000000003,0.892,6.5
5,Alexis Ajinça,0.415,15.0,5.3,4.5,0.3,0.5,0.6,0.5,0.0,0.725,1.4
6,Cole Aldrich,0.37799999999999995,8.6,1.7,2.5,0.4,0.4,0.4,0.523,0.0,0.682,1.0
7,LaMarcus Aldridge,0.7440000000000001,32.4,17.3,7.3,1.9,0.6,1.2,0.47700000000000004,0.41100000000000003,0.812,1.3
8,Lavoy Allen,0.512,14.3,2.9,3.6,0.9,0.3,0.4,0.45799999999999996,0.0,0.6970000000000001,7.2
9,Tony Allen,0.524,27.0,9.1,5.5,1.4,1.6,0.4,0.461,0.278,0.615,1.7
10,Al-Farouq Aminu,0.5,29.1,8.7,7.4,1.6,1.0,0.7,0.39299999999999996,0.33,0.706,3.1
11,Chris Andersen,0.622,9.5,2.3,2.6,0.4,0.4,0.6,0.409,0.0,0.7140000000000001,1.9
12,Alan Anderson,0.622,10.3,2.9,0.8,0.4,0.1,0.0,0.375,0.318,0.75,0.2
13,Justin Anderson,0.402,13.9,6.5,2.9,0.6,0.5,0.3,0.401,0.303,0.795,0.1
14,Justin Anderson,0.341,21.6,8.5,4.0,1.4,0.5,0.3,0.46299999999999997,0.292,0.78,1.9
15,Kyle Anderson,0.7440000000000001,14.2,3.4,2.9,1.3,0.7,0.4,0.445,0.375,0.789,1.0
16,Ryan Anderson,0.6709999999999999,29.4,13.6,4.6,0.9,0.4,0.2,0.418,0.40299999999999997,0.86,0.9
17,Giannis Antetokounmpo,0.512,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,2.7
18,Carmelo Anthony,0.37799999999999995,34.3,22.4,5.9,2.9,0.8,0.5,0.433,0.359,0.833,5.2
19,Joel Anthony,0.7440000000000001,6.4,1.3,1.6,0.2,0.1,0.3,0.625,0.0,0.625,12.4
