,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Kareem Abdul-Jabbar*,0.7070000000000001,32.3,21.8,7.5,2.5,0.8,2.2,0.588,0.0,0.7490000000000001,10.9
1,Alvan Adams,0.6459999999999999,30.6,14.2,6.9,4.7,1.4,0.9,0.486,0.33299999999999996,0.8290000000000001,6.5
2,Mark Aguirre,0.46299999999999997,34.4,24.4,6.3,4.1,1.0,0.3,0.483,0.21100000000000002,0.728,6.9
3,Danny Ainge,0.6829999999999999,25.6,9.9,2.7,3.1,1.4,0.1,0.496,0.172,0.742,5.2
4,Dwight Anderson,0.5489999999999999,6.6,4.2,0.4,0.6,0.2,0.0,0.5,0.0,0.7,0.0
5,J.J. Anderson,0.7929999999999999,3.7,1.3,0.9,0.1,0.1,0.0,0.364,0.0,0.33299999999999996,2.3
6,J.J. Anderson,0.366,22.2,8.9,5.4,1.3,1.2,0.4,0.51,0.0,0.5760000000000001,-0.1
7,Richard Anderson,0.305,16.3,5.2,3.5,1.5,0.7,0.3,0.40399999999999997,0.368,0.696,2.4
8,Tiny Archibald*,0.6829999999999999,27.4,10.5,1.4,6.2,0.6,0.1,0.425,0.20800000000000002,0.743,0.5
9,John Bagley,0.28,14.6,5.7,1.4,2.5,0.8,0.1,0.43200000000000005,0.0,0.762,2.9
10,James Bailey,0.598,8.3,3.3,1.0,0.3,0.2,0.2,0.5,0.0,1.0,-0.2
11,James Bailey,0.171,24.9,14.1,6.8,0.9,0.6,0.9,0.49700000000000005,0.0,0.7,2.0
12,Greg Ballard,0.512,36.4,18.0,6.5,3.4,1.7,0.3,0.473,0.35100000000000003,0.7809999999999999,0.0
13,Gene Banks,0.6459999999999999,33.6,14.9,7.6,3.4,1.0,0.3,0.55,0.0,0.705,2.0
14,Billy Ray Bates,0.512,18.5,7.9,1.2,0.9,0.9,0.2,0.41100000000000003,0.4,0.5,7.9
15,Billy Ray Bates,0.7070000000000001,6.8,1.3,0.3,0.0,0.3,0.0,0.125,0.0,0.5,7.9
16,Dave Batton,0.512,10.3,3.3,2.2,0.5,0.3,0.2,0.445,0.0,0.47100000000000003,0.0
17,Kent Benson,0.451,28.5,9.9,7.4,2.3,0.7,0.8,0.467,0.0,0.76,0.1
18,Larry Bird*,0.6829999999999999,37.7,23.6,11.0,5.8,1.9,0.9,0.504,0.28600000000000003,0.84,-0.2
19,Otis Birdsong,0.598,30.4,15.1,2.4,3.9,1.4,0.3,0.511,0.33299999999999996,0.5660000000000001,0.7
