,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Kareem Abdul-Jabbar*,0.695,22.9,10.1,4.5,1.0,0.5,1.1,0.475,0.0,0.7390000000000001,2.9
1,Mark Acres,0.512,10.2,2.2,2.4,0.3,0.3,0.1,0.48200000000000004,1.0,0.542,0.9
2,Michael Adams,0.537,36.2,18.5,3.7,6.4,2.2,0.1,0.433,0.35600000000000004,0.8190000000000001,8.3
3,Mark Aguirre,0.46299999999999997,34.8,21.7,5.3,4.3,0.7,0.7,0.45,0.293,0.73,4.5
4,Mark Aguirre,0.768,29.7,15.5,4.2,2.5,0.4,0.2,0.483,0.293,0.738,1.7
5,Danny Ainge,0.512,30.0,15.9,3.4,4.8,1.2,0.0,0.46,0.374,0.8909999999999999,2.8
6,Danny Ainge,0.32899999999999996,36.7,20.3,3.6,6.7,1.5,0.3,0.452,0.387,0.813,6.7
7,Mark Alarie,0.488,15.4,6.7,3.4,0.9,0.3,0.3,0.478,0.342,0.8390000000000001,3.8
8,Steve Alford,0.46299999999999997,4.2,0.8,0.3,1.0,0.1,0.0,0.273,0.0,0.5,2.9
9,Steve Alford,0.524,15.2,6.3,1.2,1.5,0.8,0.1,0.46299999999999997,0.377,0.831,2.2
10,Randy Allen,0.32899999999999996,6.1,2.4,1.0,0.0,0.1,0.1,0.42100000000000004,0.0,0.5,1.4
11,Greg Anderson,0.256,29.3,13.7,8.2,0.7,1.2,1.3,0.503,0.0,0.514,0.0
12,Michael Anderson,0.256,20.3,5.7,2.5,4.3,1.2,0.1,0.41700000000000004,0.14300000000000002,0.695,1.4
13,Richard Anderson,0.47600000000000003,15.0,5.2,3.2,1.4,0.6,0.2,0.41700000000000004,0.348,0.8420000000000001,0.0
14,Ron Anderson,0.561,31.9,16.2,5.0,1.7,0.9,0.3,0.491,0.182,0.856,3.4
15,Willie Anderson,0.256,33.8,18.6,5.1,4.6,1.9,0.8,0.498,0.19,0.775,0.2
16,John Bagley,0.317,24.1,7.4,2.1,5.8,1.1,0.1,0.41600000000000004,0.204,0.7240000000000001,2.1
17,Thurl Bailey,0.622,33.9,19.5,5.5,1.7,0.6,1.1,0.483,0.4,0.825,4.4
18,Greg Ballard,0.573,7.5,3.0,3.5,0.0,0.0,0.0,0.125,0.0,1.0,4.9
19,Ken Bannister,0.256,14.4,8.2,3.7,0.3,0.8,0.2,0.611,0.0,0.5660000000000001,0.4
20,Charles Barkley*,0.561,39.1,25.8,12.5,4.1,1.6,0.8,0.579,0.21600000000000003,0.753,6.5
21,John Battle,0.634,20.4,9.5,1.7,2.4,0.5,0.1,0.457,0.324,0.815,0.0
22,Benoit Benjamin,0.256,32.7,16.4,8.8,2.0,0.7,2.8,0.541,0.0,0.7440000000000001,0.4
23,Ricky Berry,0.32899999999999996,22.0,11.0,3.1,1.3,0.6,0.3,0.45,0.406,0.789,16.1
24,Walter Berry,0.317,19.2,8.9,4.0,0.7,0.3,0.4,0.46799999999999997,0.0,0.6829999999999999,3.2
25,Walter Berry,0.5489999999999999,20.0,8.8,3.8,1.4,0.5,0.9,0.541,0.5,0.713,5.1
