,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Quincy Acy,0.415,11.8,4.0,2.7,0.4,0.4,0.5,0.56,0.5,0.816,1.1
1,Jeff Adrien,0.256,13.7,4.0,3.8,0.7,0.3,0.5,0.429,0.0,0.65,1.0
2,Arron Afflalo,0.244,36.0,16.5,3.7,3.2,0.6,0.2,0.439,0.3,0.857,2.0
3,Josh Akognon,0.5,3.0,1.7,0.3,0.3,0.0,0.0,0.5,0.5,0.0,0.0
4,Cole Aldrich,0.5489999999999999,7.1,1.7,1.9,0.2,0.1,0.3,0.535,0.0,0.444,0.6
5,Cole Aldrich,0.341,11.7,3.3,4.2,0.2,0.1,0.9,0.568,0.0,0.727,0.2
6,LaMarcus Aldridge,0.402,37.7,21.1,9.1,2.6,0.8,1.2,0.484,0.14300000000000002,0.81,0.4
7,Lavoy Allen,0.415,21.1,5.8,5.0,0.9,0.3,0.7,0.45399999999999996,0.0,0.7170000000000001,7.2
8,Ray Allen*,0.805,25.8,10.9,2.7,1.7,0.8,0.2,0.449,0.419,0.8859999999999999,2.5
9,Tony Allen,0.6829999999999999,26.7,8.9,4.6,1.2,1.5,0.6,0.445,0.125,0.7170000000000001,5.4
10,Al-Farouq Aminu,0.32899999999999996,27.2,7.3,7.7,1.4,1.2,0.7,0.475,0.21100000000000002,0.737,5.1
11,Lou Amundson,0.37799999999999995,8.1,1.6,2.4,0.2,0.4,0.3,0.368,0.0,0.2,3.1
12,Lou Amundson,0.5489999999999999,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
13,Lou Amundson,0.32899999999999996,11.6,2.4,3.2,0.4,0.5,0.3,0.429,0.0,0.5,-0.1
14,Chris Andersen,0.805,14.9,4.9,4.1,0.4,0.4,1.0,0.5770000000000001,0.667,0.677,0.0
15,Alan Anderson,0.415,23.0,10.7,2.3,1.6,0.7,0.1,0.38299999999999995,0.33299999999999996,0.857,0.3
16,James Anderson,0.7070000000000001,9.4,3.4,1.4,0.9,0.3,0.2,0.44,0.455,0.778,2.7
17,James Anderson,0.5489999999999999,10.6,4.0,2.0,1.1,0.4,0.1,0.406,0.327,0.895,1.6
18,Ryan Anderson,0.32899999999999996,30.9,16.2,6.4,1.2,0.5,0.4,0.423,0.382,0.8440000000000001,0.9
