,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Alaa Abdelnaby,0.341,13.3,5.3,3.1,0.8,0.5,0.3,0.46399999999999997,0.0,0.75,2.0
1,Alaa Abdelnaby,0.585,18.3,8.2,4.8,0.3,0.3,0.3,0.525,0.0,0.76,0.1
2,Mahmoud Abdul-Rauf,0.439,33.5,19.2,2.8,4.2,1.0,0.1,0.45,0.355,0.935,1.9
3,Mark Acres,0.6709999999999999,3.8,1.0,1.0,0.0,0.0,0.0,0.222,0.5,0.5,5.1
4,Mark Acres,0.268,20.5,4.8,5.1,0.4,0.3,0.5,0.6,0.0,0.7140000000000001,0.3
5,Michael Adams,0.268,35.7,14.8,3.4,7.5,1.4,0.1,0.439,0.321,0.856,-0.1
6,Rafael Addison,0.524,17.1,6.3,1.9,0.8,0.3,0.2,0.44299999999999995,0.20600000000000002,0.8140000000000001,0.4
7,Mark Aguirre,0.488,20.7,9.9,3.0,2.1,0.3,0.1,0.44299999999999995,0.361,0.767,4.6
8,Danny Ainge,0.7559999999999999,27.0,11.8,2.7,3.3,0.9,0.1,0.462,0.40299999999999997,0.848,0.9
9,Victor Alexander,0.415,24.3,11.2,5.8,1.3,0.5,0.7,0.516,0.455,0.685,1.8
10,Eric Anderson,0.732,2.8,1.3,0.9,0.2,0.2,0.1,0.278,0.0,0.846,6.2
11,Kenny Anderson,0.524,36.5,16.9,4.1,8.2,1.7,0.2,0.435,0.28,0.7759999999999999,3.0
12,Nick Anderson,0.5,37.0,19.9,6.0,3.4,1.6,0.7,0.449,0.353,0.741,0.1
13,Ron Anderson,0.317,18.3,8.1,2.7,1.3,0.4,0.1,0.414,0.325,0.809,4.4
14,Willie Anderson,0.598,14.7,4.8,1.5,2.1,0.4,0.2,0.43,0.125,0.7859999999999999,7.7
15,Greg Anthony,0.732,24.3,6.6,2.4,5.7,1.6,0.2,0.415,0.133,0.6729999999999999,0.5
16,B.J. Armstrong,0.695,30.4,12.3,1.8,4.0,0.8,0.1,0.499,0.45299999999999996,0.861,-0.1
17,Vincent Askew,0.305,8.4,3.0,1.2,0.6,0.2,0.1,0.47100000000000003,0.0,0.733,4.6
18,Vincent Askew,0.6709999999999999,16.5,6.0,2.3,1.8,0.6,0.3,0.493,0.33299999999999996,0.701,7.5
19,Keith Askins,0.439,13.6,3.3,2.9,0.4,0.4,0.4,0.413,0.33799999999999997,0.725,2.7
20,Stacey Augmon,0.524,28.9,14.0,3.9,2.3,1.2,0.2,0.501,0.0,0.7390000000000001,0.0
21,Isaac Austin,0.573,6.7,2.8,1.7,0.1,0.2,0.3,0.446,0.0,0.659,2.6
22,Anthony Avent,0.341,27.9,9.8,6.2,1.1,0.7,0.9,0.433,0.0,0.6509999999999999,1.4
23,John Bagley,0.585,9.7,2.3,0.7,2.0,0.2,0.0,0.36,0.0,0.833,3.7
24,Thurl Bailey,0.23199999999999998,18.2,7.5,3.1,0.9,0.3,0.7,0.455,0.0,0.838,0.3
25,Steve Bardo,0.134,7.6,2.2,1.6,1.3,0.3,0.1,0.306,0.16699999999999998,0.706,0.3
26,Charles Barkley*,0.7559999999999999,37.6,25.6,12.2,5.1,1.6,1.0,0.52,0.305,0.765,-0.3
27,Dana Barros,0.6709999999999999,18.0,7.8,1.6,2.2,0.9,0.0,0.451,0.379,0.831,1.2
28,Jon Barry,0.341,11.7,4.4,0.9,1.4,0.7,0.1,0.369,0.33299999999999996,0.6729999999999999,-0.3
29,John Battle,0.659,12.1,5.4,0.7,1.3,0.2,0.1,0.415,0.16699999999999998,0.778,14.4
30,Kenny Battle,0.585,9.7,4.7,3.7,0.7,0.3,0.0,0.462,0.0,1.0,3.5
31,William Bedford,0.598,4.1,1.6,0.6,0.0,0.0,0.1,0.33299999999999996,1.0,0.5,-0.1
32,Benoit Benjamin,0.6709999999999999,14.5,6.7,3.6,0.4,0.5,1.1,0.49700000000000005,0.0,0.701,0.5
33,Benoit Benjamin,0.47600000000000003,10.9,4.5,3.4,0.4,0.5,0.5,0.48100000000000004,0.0,0.595,0.1
34,Tony Bennett,0.537,11.4,3.7,0.8,1.8,0.4,0.0,0.423,0.325,0.732,-0.1
35,David Benoit,0.573,20.9,8.1,4.8,0.5,0.5,0.5,0.436,0.34700000000000003,0.75,0.9
36,Rolando Blackman,0.732,23.9,9.7,1.7,2.6,0.4,0.2,0.44299999999999995,0.425,0.789,0.9
37,Alex Blackwell,0.47600000000000003,4.0,1.3,0.9,0.3,0.1,0.1,0.33299999999999996,0.0,0.75,0.0
38,Lance Blanks,0.23199999999999998,10.5,2.6,1.1,1.2,0.3,0.1,0.433,0.256,0.625,0.7
39,Ricky Blanton,0.695,6.5,3.0,1.5,0.5,1.0,0.0,0.429,0.0,0.0,2.3
40,Mookie Blaylock,0.524,35.3,13.4,3.5,8.4,2.5,0.3,0.429,0.375,0.728,2.9
41,Muggsy Bogues,0.537,35.0,10.0,3.7,8.8,2.0,0.1,0.45299999999999996,0.231,0.833,0.0
42,Manute Bol,0.317,14.7,2.2,3.3,0.3,0.2,2.1,0.409,0.313,0.632,0.2
43,Walter Bond,0.134,21.3,8.0,2.6,1.6,1.0,0.2,0.402,0.16699999999999998,0.772,0.0
44,Anthony Bonner,0.305,25.2,8.6,6.5,1.4,1.2,0.2,0.461,0.0,0.593,7.0
45,Anthony Bowie,0.5,22.9,8.0,2.5,2.3,0.7,0.2,0.47100000000000003,0.313,0.7979999999999999,5.9
46,Sam Bowie,0.524,26.5,9.1,7.0,1.6,0.4,1.6,0.45,0.33299999999999996,0.779,0.2
47,Terrell Brandon,0.659,19.8,8.8,2.2,3.7,1.0,0.3,0.478,0.31,0.825,-0.8
48,Randy Breuer,0.524,8.9,2.7,2.3,0.5,0.2,0.3,0.484,0.0,0.4,2.4
49,Frank Brickowski,0.341,31.4,16.9,6.1,3.0,1.2,0.7,0.545,0.308,0.728,2.5
50,Kevin Brooks,0.439,10.4,4.1,1.5,0.6,0.2,0.0,0.39899999999999997,0.231,0.875,4.3
51,Scott Brooks,0.6709999999999999,18.5,6.3,1.2,3.0,1.0,0.0,0.475,0.414,0.83,3.9
52,Chucky Brown,0.524,15.4,5.1,3.0,0.7,0.3,0.3,0.483,0.0,0.7240000000000001,0.1
53,Dee Brown,0.585,28.2,10.9,3.1,5.8,1.7,0.4,0.46799999999999997,0.317,0.7929999999999999,3.7
54,Mike Brown,0.573,18.9,5.7,4.8,0.8,0.4,0.3,0.43,0.0,0.6890000000000001,0.0
55,Randy Brown,0.305,23.0,7.6,2.8,2.6,1.4,0.5,0.46299999999999997,0.33299999999999996,0.732,4.6
56,Mark Bryant,0.622,17.5,6.0,4.1,0.5,0.5,0.3,0.503,0.0,0.703,2.2
57,Jud Buechler,0.415,18.4,6.2,2.8,1.3,0.7,0.3,0.43700000000000006,0.33899999999999997,0.747,6.4
58,Matt Bullard,0.6709999999999999,17.2,7.3,2.8,1.4,0.4,0.1,0.431,0.374,0.784,1.5
59,Willie Burton,0.439,17.3,7.8,2.7,0.6,0.5,0.6,0.38299999999999995,0.33299999999999996,0.7170000000000001,1.9
60,Steve Burtt,0.268,8.8,7.3,0.8,1.5,0.5,0.0,0.385,0.33299999999999996,0.8,3.2
61,Michael Cage,0.6709999999999999,26.3,6.1,8.0,0.8,0.9,0.6,0.526,0.0,0.469,1.8
62,Dexter Cambridge,0.134,16.7,7.0,3.2,1.1,0.5,0.1,0.484,0.0,0.687,3.4
63,Elden Campbell,0.47600000000000003,19.6,7.7,4.2,0.6,0.7,1.3,0.45799999999999996,0.0,0.637,0.1
64,Tony Campbell,0.732,18.3,7.7,2.7,1.1,0.6,0.1,0.49,0.4,0.6779999999999999,0.0
65,Antoine Carr,0.598,27.4,13.1,5.5,1.4,0.5,1.2,0.5379999999999999,0.0,0.777,6.2
