,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Kareem Abdul-Jabbar*,0.7929999999999999,31.3,17.5,6.7,2.6,0.6,1.2,0.564,0.33299999999999996,0.7140000000000001,7.5
1,Alvan Adams,0.439,24.9,11.1,5.0,3.3,0.9,0.5,0.503,0.0,0.7879999999999999,2.8
2,Michael Adams,0.512,20.7,7.2,2.0,3.9,1.3,0.1,0.40700000000000003,0.275,0.847,2.7
3,Rafael Addison,0.439,11.5,5.8,1.7,0.7,0.4,0.1,0.441,0.32,0.797,0.4
4,Mark Aguirre,0.6709999999999999,33.3,25.7,5.3,3.2,1.1,0.4,0.495,0.353,0.77,8.9
5,Danny Ainge,0.72,35.2,14.8,3.4,5.6,1.4,0.2,0.486,0.44299999999999995,0.897,6.7
6,Mark Alarie,0.451,17.3,7.9,3.3,1.2,0.3,0.4,0.49,0.222,0.6629999999999999,1.5
7,Richard Anderson,0.512,6.1,2.8,1.5,0.6,0.1,0.1,0.424,0.25,0.759,0.5
8,Ron Anderson,0.5,11.4,5.8,2.4,0.9,0.5,0.0,0.473,0.0,0.787,1.5
9,John Bagley,0.37799999999999995,30.3,10.7,3.5,5.3,1.3,0.1,0.426,0.301,0.831,2.6
10,James Bailey,0.293,15.9,8.3,4.0,0.6,0.4,0.7,0.469,0.0,0.725,0.3
11,Thurl Bailey,0.537,26.6,13.8,5.3,1.3,0.5,1.1,0.447,0.0,0.805,3.1
12,Greg Ballard,0.512,19.3,7.1,4.1,1.3,0.6,0.2,0.44,0.375,0.747,1.7
13,Gene Banks,0.488,28.9,9.7,4.9,2.7,0.8,0.3,0.539,0.0,0.767,3.6
14,Charles Barkley*,0.5489999999999999,40.3,23.0,14.6,4.9,1.8,1.5,0.594,0.20199999999999999,0.7609999999999999,12.0
15,John Battle,0.695,12.6,6.0,0.9,1.9,0.5,0.1,0.457,0.0,0.738,1.5
16,William Bedford,0.439,19.6,6.7,4.9,1.1,0.4,0.7,0.397,0.0,0.581,-0.8
17,Benoit Benjamin,0.146,31.0,11.5,8.1,1.9,0.8,2.6,0.449,0.0,0.715,1.1
18,Kent Benson,0.537,12.3,4.5,3.2,0.5,0.5,0.4,0.44299999999999995,0.28600000000000003,0.81,1.7
19,Walter Berry,0.598,2.7,1.9,1.0,0.1,0.3,0.0,0.75,0.0,1.0,2.3
20,Walter Berry,0.341,28.0,17.6,5.4,1.9,0.6,0.7,0.529,0.0,0.648,0.2
