,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Mahmoud Abdul-Rauf,0.32899999999999996,17.1,7.3,1.2,1.9,0.5,0.0,0.377,0.161,1.0,-0.3
1,Tariq Abdul-Wahad,0.32899999999999996,16.3,6.4,2.0,0.9,0.6,0.2,0.40299999999999997,0.21100000000000002,0.672,-0.2
2,Shareef Abdur-Rahim,0.23199999999999998,36.0,22.3,7.1,2.6,1.1,0.9,0.485,0.41200000000000003,0.784,6.9
3,Cory Alexander,0.6829999999999999,13.5,4.5,1.3,1.9,0.7,0.1,0.414,0.313,0.6759999999999999,2.2
4,Cory Alexander,0.134,34.7,14.0,4.3,6.0,2.0,0.3,0.435,0.41100000000000003,0.846,0.7
5,Ray Allen*,0.439,40.1,19.5,4.9,4.3,1.4,0.1,0.428,0.364,0.875,1.5
6,Derek Anderson,0.573,27.9,11.7,2.8,3.4,1.3,0.2,0.408,0.20199999999999999,0.873,7.0
7,Greg Anderson,0.61,8.0,1.8,2.4,0.3,0.4,0.2,0.444,0.0,0.39,5.3
8,Kenny Anderson,0.561,32.7,12.6,3.0,5.4,1.4,0.0,0.387,0.353,0.772,0.7
9,Kenny Anderson,0.439,24.1,11.2,2.4,6.3,1.6,0.0,0.435,0.37,0.8370000000000001,3.7
10,Nick Anderson,0.5,29.3,15.3,5.1,2.1,1.2,0.4,0.455,0.36,0.638,2.3
11,Shandon Anderson,0.7559999999999999,19.5,8.3,2.8,1.1,0.8,0.2,0.5379999999999999,0.21899999999999997,0.735,1.4
12,Chris Anstey,0.244,16.6,5.9,3.8,0.9,0.8,0.7,0.39799999999999996,0.188,0.716,5.3
13,Greg Anthony,0.7440000000000001,12.8,5.2,1.4,2.6,0.8,0.0,0.43,0.415,0.6629999999999999,4.2
14,B.J. Armstrong,0.23199999999999998,14.8,4.3,1.8,1.5,1.0,0.0,0.316,0.0,0.7140000000000001,0.6
15,B.J. Armstrong,0.622,12.5,3.9,1.1,2.3,0.4,0.0,0.51,0.265,0.86,2.7
16,Darrell Armstrong,0.5,25.8,9.2,3.3,4.9,1.2,0.1,0.41100000000000003,0.368,0.8540000000000001,2.2
17,Vincent Askew,0.561,14.8,2.2,2.3,1.3,0.6,0.2,0.35200000000000004,0.0,0.718,-0.1
18,Keith Askins,0.6709999999999999,14.8,2.4,2.2,0.6,0.6,0.3,0.32,0.284,0.632,2.3
19,Stacey Augmon,0.561,20.4,5.7,3.3,1.2,0.8,0.5,0.414,0.14300000000000002,0.603,2.5
20,Isaac Austin,0.6709999999999999,26.4,12.7,6.3,1.7,0.8,0.7,0.474,0.0,0.68,0.2
21,Isaac Austin,0.207,34.4,15.2,8.7,3.4,0.7,0.8,0.45399999999999996,0.0,0.652,0.7
22,Vin Baker,0.7440000000000001,35.9,19.2,8.0,1.9,1.1,1.0,0.542,0.14300000000000002,0.591,1.8
23,Charles Barkley*,0.5,33.0,15.2,11.7,3.2,1.0,0.4,0.485,0.214,0.746,3.6
24,Dana Barros,0.439,21.1,9.8,1.9,3.6,1.0,0.1,0.461,0.40700000000000003,0.847,3.2
25,Brent Barry,0.207,32.7,13.7,3.5,3.2,1.2,0.6,0.428,0.4,0.8440000000000001,0.4
26,Brent Barry,0.6709999999999999,15.2,4.1,1.6,1.2,0.8,0.2,0.371,0.353,1.0,10.4
27,Drew Barry,0.61,9.5,2.1,1.3,1.8,0.4,0.0,0.474,0.429,0.846,8.6
