,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Jeff Adrien,0.515,7.9,2.6,2.8,0.1,0.0,0.3,0.43799999999999994,0.0,0.583,0.1
1,Arron Afflalo,0.5760000000000001,33.6,15.2,3.2,2.4,0.6,0.2,0.47100000000000003,0.39799999999999996,0.7979999999999999,5.3
2,Blake Ahearn,0.545,7.5,2.5,0.5,0.3,0.0,0.0,0.28600000000000003,0.222,0.0,-0.2
3,Solomon Alabi,0.348,8.7,2.4,3.4,0.2,0.1,0.6,0.361,0.0,0.875,0.2
4,Cole Aldrich,0.7120000000000001,6.7,2.2,1.8,0.1,0.3,0.6,0.524,0.0,0.929,0.6
5,LaMarcus Aldridge,0.424,36.3,21.7,8.0,2.4,0.9,0.8,0.512,0.182,0.8140000000000001,7.0
6,Lavoy Allen,0.53,15.2,4.1,4.2,0.8,0.3,0.4,0.473,0.0,0.7859999999999999,1.6
7,Ray Allen*,0.591,34.0,14.2,3.1,2.4,1.1,0.2,0.45799999999999996,0.45299999999999996,0.915,4.7
8,Tony Allen,0.621,26.3,9.8,4.0,1.4,1.8,0.6,0.469,0.308,0.8,4.2
9,Morris Almond,0.303,16.8,3.5,2.0,0.5,1.8,0.0,0.353,0.33299999999999996,0.33299999999999996,0.0
10,Al-Farouq Aminu,0.318,22.4,6.0,4.7,1.0,0.9,0.5,0.41100000000000003,0.27699999999999997,0.754,1.4
11,Lou Amundson,0.636,12.6,3.6,3.7,0.2,0.5,0.7,0.43,0.0,0.42700000000000005,1.0
12,Chris Andersen,0.5760000000000001,15.2,5.3,4.6,0.2,0.6,1.4,0.546,0.0,0.61,1.9
13,Alan Anderson,0.348,27.1,9.6,2.0,1.5,0.3,0.2,0.387,0.39299999999999996,0.853,0.3
14,James Anderson,0.758,11.8,3.7,1.5,0.8,0.2,0.0,0.379,0.27899999999999997,0.75,0.5
15,Ryan Anderson,0.561,32.2,16.1,7.7,0.9,0.8,0.4,0.439,0.39299999999999996,0.877,8.9
16,Carmelo Anthony,0.545,34.1,22.6,6.3,3.6,1.1,0.4,0.43,0.335,0.804,6.2
17,Joel Anthony,0.6970000000000001,21.1,3.4,3.9,0.1,0.6,1.3,0.5589999999999999,0.0,0.69,3.4
18,Gilbert Arenas,0.621,12.4,4.2,1.1,1.1,0.6,0.1,0.406,0.33299999999999996,0.7,0.4
19,Trevor Ariza,0.318,32.9,10.8,5.2,3.3,1.7,0.6,0.41700000000000004,0.33299999999999996,0.775,2.2
20,Ömer Aşık,0.758,14.7,3.1,5.3,0.5,0.5,1.0,0.506,0.0,0.456,2.6
21,D.J. Augustin,0.106,29.3,11.1,2.3,6.4,0.8,0.0,0.376,0.341,0.875,0.5
22,Gustavo Ayón,0.318,20.1,5.9,4.9,1.4,1.0,0.9,0.536,0.0,0.619,3.2
23,Jeff Ayres,0.636,5.3,1.7,1.7,0.2,0.2,0.1,0.41700000000000004,0.0,0.5710000000000001,0.3
24,Kelenna Azubuike,0.545,6.0,2.3,0.0,0.0,0.3,0.0,0.375,0.33299999999999996,0.0,-0.1
25,Luke Babbitt,0.424,13.4,5.1,2.4,0.4,0.3,0.1,0.41,0.43,0.85,0.7
26,Renaldo Balkman,0.545,8.2,3.0,1.9,0.4,0.3,0.2,0.5,0.222,0.727,0.3
27,Leandro Barbosa,0.348,22.5,12.2,1.9,1.5,0.9,0.2,0.436,0.36,0.835,1.7
28,Leandro Barbosa,0.636,19.8,8.9,2.2,1.5,0.9,0.0,0.39899999999999997,0.424,0.758,1.0
29,J.J. Barea,0.39399999999999996,25.2,11.3,2.8,5.7,0.5,0.0,0.4,0.371,0.7759999999999999,0.7
30,Andrea Bargnani,0.348,33.3,19.5,5.5,2.0,0.6,0.5,0.43200000000000005,0.29600000000000004,0.873,1.2
31,Matt Barnes,0.621,22.9,7.8,5.5,2.0,0.6,0.8,0.452,0.33299999999999996,0.742,2.2
32,Earl Barron,0.348,4.5,2.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,4.3
33,Brandon Bass,0.591,31.7,12.5,6.2,0.9,0.6,0.9,0.479,0.0,0.81,0.0
34,Tony Battie,0.53,10.9,1.6,2.5,0.6,0.1,0.2,0.373,0.0,1.0,4.7
35,Shane Battier,0.6970000000000001,23.1,4.8,2.4,1.3,1.0,0.5,0.387,0.33899999999999997,0.622,0.5
36,Nicolas Batum,0.424,30.4,13.9,4.6,1.4,1.0,1.0,0.451,0.391,0.836,3.3
37,Jerryd Bayless,0.348,22.7,11.4,2.1,3.8,0.8,0.1,0.424,0.423,0.852,4.8
38,Michael Beasley,0.39399999999999996,23.1,11.5,4.4,1.0,0.4,0.4,0.445,0.376,0.642,2.0
39,Rodrigue Beaubois,0.545,21.7,8.9,2.8,2.9,1.1,0.5,0.42200000000000004,0.28800000000000003,0.841,0.5
40,Marco Belinelli,0.318,29.8,11.8,2.6,1.5,0.7,0.1,0.41700000000000004,0.377,0.7829999999999999,2.2
41,Raja Bell,0.545,23.4,6.4,1.4,1.1,0.4,0.1,0.466,0.391,0.84,2.9
42,Keith Benson,0.348,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
43,Mike Bibby,0.545,14.3,2.6,1.5,2.1,0.5,0.1,0.282,0.318,0.75,0.0
44,Andris Biedriņš,0.348,15.7,1.7,3.7,0.3,0.5,1.0,0.609,0.0,0.111,0.7
45,Chauncey Billups,0.606,30.4,15.0,2.5,4.0,0.5,0.2,0.364,0.384,0.895,1.3
46,Bismack Biyombo,0.106,23.1,5.2,5.8,0.4,0.3,1.8,0.46399999999999997,0.0,0.483,1.7
47,DeJuan Blair,0.758,21.3,9.5,5.5,1.2,0.9,0.2,0.534,0.0,0.613,0.6
48,Steve Blake,0.621,23.3,5.2,1.6,3.3,0.7,0.0,0.377,0.335,0.778,4.0
