,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Shareef Abdur-Rahim,0.341,36.9,20.1,9.3,2.4,0.8,0.4,0.485,0.217,0.88,8.1
1,Shareef Abdur-Rahim,0.5,22.8,10.0,4.5,1.5,0.8,0.6,0.447,0.364,0.8320000000000001,6.6
2,Malik Allen,0.512,13.7,4.2,2.6,0.4,0.3,0.6,0.419,0.0,0.758,1.5
3,Ray Allen*,0.451,38.4,23.0,5.1,4.8,1.3,0.2,0.44,0.392,0.904,0.7
4,Rafer Alston,0.512,31.5,10.2,2.8,4.5,1.4,0.2,0.376,0.371,0.769,6.9
5,Chris Andersen,0.524,14.5,3.4,4.2,0.5,0.5,1.6,0.44299999999999995,0.0,0.589,5.9
6,Derek Anderson,0.5,35.5,13.6,3.6,4.5,1.3,0.1,0.376,0.305,0.8240000000000001,2.4
7,Kenny Anderson,0.7440000000000001,20.6,6.0,1.8,2.8,0.6,0.1,0.441,0.25,0.7290000000000001,3.6
8,Shandon Anderson,0.47600000000000003,24.7,7.9,2.8,1.5,0.9,0.2,0.42200000000000004,0.281,0.764,1.5
9,Carmelo Anthony,0.524,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,1.7
10,Robert Archibald,0.354,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,6.1
11,Robert Archibald,0.256,4.0,2.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.2
12,Robert Archibald,0.402,8.2,1.0,1.7,0.4,0.4,0.1,0.267,0.0,0.48100000000000004,0.0
13,Gilbert Arenas,0.305,37.6,19.6,4.6,5.0,1.9,0.2,0.392,0.375,0.748,0.0
14,Brandon Armstrong,0.573,7.8,2.7,0.8,0.3,0.2,0.0,0.371,0.365,0.5,0.2
15,Darrell Armstrong,0.5,28.4,10.6,2.9,3.9,1.7,0.2,0.395,0.315,0.8540000000000001,2.6
16,Carlos Arroyo,0.512,28.3,12.6,2.6,5.0,0.9,0.1,0.441,0.325,0.804,-0.3
17,Chucky Atkins,0.659,18.8,6.2,1.2,2.4,0.5,0.0,0.374,0.32299999999999995,0.721,5.3
18,Chucky Atkins,0.439,33.0,12.0,1.9,5.3,1.1,0.0,0.418,0.35100000000000003,0.778,4.7
19,Stacey Augmon,0.5,20.5,5.8,2.5,1.2,0.8,0.2,0.41200000000000003,0.14300000000000002,0.7909999999999999,2.7
20,Vin Baker,0.439,27.0,11.3,5.7,1.5,0.6,0.6,0.505,0.0,0.732,1.2
21,Vin Baker,0.47600000000000003,18.4,6.6,4.1,0.7,0.4,0.5,0.40399999999999997,0.5,0.711,1.5
22,Marcus Banks,0.439,17.1,5.9,1.6,2.2,1.1,0.2,0.4,0.314,0.7559999999999999,1.6
23,Leandro Barbosa,0.354,21.4,7.9,1.8,2.4,1.3,0.1,0.447,0.395,0.77,2.8
24,Matt Barnes,0.341,19.1,4.5,4.0,1.3,0.7,0.1,0.457,0.154,0.705,2.5
25,Dana Barros,0.439,11.0,6.0,0.0,0.0,0.0,0.0,0.667,0.0,1.0,0.3
26,Brent Barry,0.451,30.6,10.8,3.5,5.8,1.4,0.3,0.504,0.452,0.8270000000000001,0.7
27,Jon Barry,0.524,19.3,6.2,2.2,2.6,1.0,0.1,0.40399999999999997,0.37,0.845,1.9
28,Mengke Bateer,0.402,5.7,1.1,1.1,0.1,0.1,0.0,0.5710000000000001,0.0,0.0,0.7
29,Tony Battie,0.439,21.8,5.9,5.1,0.9,0.3,0.9,0.479,1.0,0.6970000000000001,0.1
30,Tony Battie,0.42700000000000005,19.5,5.4,4.8,0.7,0.4,0.9,0.42700000000000005,0.125,0.768,5.7
31,Shane Battier,0.61,24.6,8.5,3.8,1.3,1.3,0.7,0.446,0.349,0.732,2.8
