,Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS
0,Tariq Abdul-Wahad,0.5,26.2,12.2,5.2,1.6,1.2,0.3,0.433,0.095,0.762,2.2
1,Tariq Abdul-Wahad,0.42700000000000005,24.9,8.9,3.5,1.7,0.4,0.8,0.389,0.5,0.738,2.0
2,Shareef Abdur-Rahim,0.268,39.3,20.3,10.1,3.3,1.1,1.1,0.465,0.302,0.809,0.2
3,Cory Alexander,0.42700000000000005,11.3,2.8,1.4,2.0,0.8,0.1,0.28600000000000003,0.257,0.773,8.8
4,Ray Allen*,0.512,37.4,22.1,4.4,3.8,1.3,0.2,0.455,0.423,0.887,-0.1
5,Rafer Alston,0.512,13.4,2.2,0.9,2.6,0.4,0.0,0.284,0.214,0.75,10.1
6,John Amaechi,0.5,21.1,10.5,3.3,1.2,0.4,0.5,0.43700000000000006,0.16699999999999998,0.7659999999999999,-0.7
7,Derek Anderson,0.183,34.4,16.9,4.0,3.4,1.4,0.2,0.43799999999999994,0.309,0.877,2.4
8,Kenny Anderson,0.42700000000000005,31.6,14.0,2.7,5.1,1.7,0.1,0.44,0.386,0.775,3.3
9,Nick Anderson,0.537,29.1,10.8,4.7,1.7,1.3,0.2,0.391,0.332,0.48700000000000004,7.3
10,Shandon Anderson,0.415,32.9,12.3,4.7,2.9,1.2,0.4,0.473,0.35100000000000003,0.767,2.8
11,Chris Anstey,0.207,13.8,6.0,3.8,0.9,0.4,0.3,0.442,0.16699999999999998,0.789,4.9
12,Greg Anthony,0.72,18.9,6.3,1.6,2.5,0.7,0.1,0.406,0.37799999999999995,0.772,1.9
13,B.J. Armstrong,0.207,21.6,7.4,1.7,2.9,0.3,0.0,0.446,0.44799999999999995,0.88,4.1
14,Darrell Armstrong,0.5,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.9109999999999999,0.4
15,Chucky Atkins,0.5,19.8,9.5,1.5,3.7,0.6,0.0,0.424,0.35,0.7290000000000001,8.0
16,Stacey Augmon,0.72,11.7,3.4,2.0,0.9,0.5,0.2,0.474,0.0,0.6729999999999999,2.4
17,Isaac Austin,0.354,19.9,6.7,4.8,1.3,0.3,0.6,0.429,0.25,0.6859999999999999,1.5
18,Anthony Avent,0.183,7.7,1.7,1.5,0.2,0.3,0.3,0.302,0.0,0.7190000000000001,0.0
19,William Avery,0.61,8.2,2.6,0.7,1.5,0.2,0.0,0.309,0.28600000000000003,0.667,-0.5
20,Toby Bailey,0.6459999999999999,9.8,3.5,1.6,0.7,0.3,0.1,0.414,0.2,0.6920000000000001,-0.5
21,Vin Baker,0.5489999999999999,36.1,16.6,7.7,1.9,0.6,0.8,0.455,0.25,0.682,0.8
22,Charles Barkley*,0.415,31.0,14.5,10.5,3.2,0.7,0.2,0.47700000000000004,0.231,0.645,3.5
23,Dana Barros,0.42700000000000005,15.8,7.2,1.4,1.8,0.4,0.1,0.451,0.41,0.868,1.9
24,Brent Barry,0.5489999999999999,34.1,11.8,4.7,3.6,1.3,0.4,0.46299999999999997,0.41100000000000003,0.809,2.4
25,Drew Barry,0.23199999999999998,10.6,2.8,1.0,2.1,0.3,0.0,0.5,0.33299999999999996,0.5,7.5
26,Drew Barry,0.341,9.3,2.4,0.5,2.0,0.0,0.0,0.4,0.444,1.0,0.1
27,Jon Barry,0.537,20.7,8.0,2.6,2.4,1.2,0.1,0.465,0.429,0.922,0.1
28,Tony Battie,0.42700000000000005,18.4,6.6,5.0,0.8,0.6,0.9,0.47700000000000004,0.125,0.675,0.0
29,Jonathan Bender,0.6829999999999999,5.4,2.7,0.9,0.1,0.0,0.2,0.32899999999999996,0.16699999999999998,0.667,4.2
30,Benoit Benjamin,0.39,2.7,0.7,0.3,0.0,0.0,0.3,0.33299999999999996,0.0,0.0,3.8
31,Corey Benjamin,0.207,18.0,7.7,1.8,1.1,0.6,0.5,0.414,0.348,0.598,-0.2
32,Mario Bennett,0.183,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Travis Best,0.6829999999999999,20.6,8.9,1.7,3.3,0.9,0.1,0.483,0.376,0.821,-0.2
34,Mike Bibby,0.268,38.5,14.5,3.7,8.1,1.6,0.2,0.445,0.363,0.78,-0.1
35,Chauncey Billups,0.42700000000000005,23.5,8.6,2.6,3.0,0.8,0.2,0.337,0.171,0.841,5.1
36,Mookie Blaylock,0.23199999999999998,33.7,11.3,3.7,6.7,2.0,0.3,0.391,0.336,0.705,5.6
37,Corie Blount,0.6459999999999999,11.7,2.8,3.0,0.3,0.4,0.2,0.494,0.0,0.5760000000000001,0.1
38,Muggsy Bogues,0.5489999999999999,21.6,5.1,1.7,3.7,0.8,0.1,0.439,0.33299999999999996,0.9079999999999999,3.3
39,Etdrick Bohannon,0.61,2.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.8
40,Etdrick Bohannon,0.183,10.3,2.4,2.7,0.5,0.2,0.5,0.5379999999999999,0.0,0.6,3.7
41,Calvin Booth,0.354,13.0,3.8,2.9,0.6,0.3,1.3,0.348,0.0,0.7140000000000001,0.1
42,Lazaro Borrell,0.5489999999999999,9.8,3.6,2.4,0.6,0.4,0.2,0.444,0.0,0.545,0.0
43,Cal Bowdler,0.341,9.2,2.7,1.8,0.3,0.3,0.2,0.426,0.0,0.632,0.2
44,Bruce Bowen,0.598,7.4,1.4,0.9,0.4,0.2,0.1,0.35600000000000004,0.5,0.5,0.1
45,Bruce Bowen,0.634,21.0,5.1,2.2,0.7,0.5,0.4,0.38,0.46399999999999997,0.613,0.3
46,Ryan Bowen,0.42700000000000005,11.3,2.5,2.2,0.4,0.8,0.3,0.39299999999999996,0.111,0.7170000000000001,0.2
47,Ira Bowman,0.598,1.8,0.5,0.2,0.1,0.1,0.0,1.0,0.0,0.5,1.2
